Reference, Value, Footprint, Datasheet, MPN, MFN, PurchasingLink, Desc, Link, Purchasing Link
"R44","R_0_2512","footprints:R_2512_OEM","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773463-7&DocType=DS&DocLang=English","A121322CT-ND","DK","https://www.digikey.com/products/en?keywords=A121322CT-ND","","",""
"TP7","Test_Point_SMD","footprints:Test_Point_SMD",""
"TP8","Test_Point_SMD","footprints:Test_Point_SMD",""
"TP10","Test_Point_SMD","footprints:Test_Point_SMD",""
"TP14","Test_Point_SMD","footprints:Test_Point_SMD",""
"TP13","Test_Point_SMD","footprints:Test_Point_SMD",""
"TP12","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP15","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP16","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP9","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP11","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP19","Test_Point_SMD","footprints:Test_Point_SMD",""
"TP23","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP26","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP22","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP20","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP24","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP17","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP18","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP21","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP25","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP27","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP28","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP29","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP30","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP31","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"TP32","Test_Point_SMD","TestPoint:TestPoint_Pad_D1.5mm",""
"D6","LED_0805","footprints:LED_0805_OEM","http://www.osram-os.com/Graphics/XPic9/00078860_0.pdf","475-1410-1-ND","DK","https://www.digikey.com/products/en?keywords=475-1410-1-ND","","",""
"R48","R_160","footprints:R_0805_OEM","~"
"D8","LED_0805","footprints:LED_0805_OEM","http://www.osram-os.com/Graphics/XPic9/00078860_0.pdf","475-1410-1-ND","DK","https://www.digikey.com/products/en?keywords=475-1410-1-ND","","",""
"R47","R_68","footprints:R_0805_OEM","~"
"D7","LED_0805","footprints:LED_0805_OEM","http://www.osram-os.com/Graphics/XPic9/00078860_0.pdf","475-1410-1-ND","DK","https://www.digikey.com/products/en?keywords=475-1410-1-ND","","",""
"R46","R_430","footprints:R_0805_OEM","~"
"R45","R_0_2512","footprints:R_2512_OEM","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773463-7&DocType=DS&DocLang=English","A121322CT-ND","DK","https://www.digikey.com/products/en?keywords=A121322CT-ND","","",""
"D10","LED_0805","footprints:LED_0805_OEM","http://www.osram-os.com/Graphics/XPic9/00078860_0.pdf","475-1410-1-ND","DK","https://www.digikey.com/products/en?keywords=475-1410-1-ND","","",""
"R50","R_68","footprints:R_0805_OEM","~"
"D9","LED_0805","footprints:LED_0805_OEM","http://www.osram-os.com/Graphics/XPic9/00078860_0.pdf","475-1410-1-ND","DK","https://www.digikey.com/products/en?keywords=475-1410-1-ND","","",""
"R49","R_68","footprints:R_0805_OEM","~"
"J5","CONN_01x02","footprints:PinHeader_1x02_P2.54mm_Vertical","https://katalog.we-online.de/em/datasheet/6130xx11121.pdf","732-5315-ND","DK","","","",""
